slot_id,current_race_date,current_meeting,current_race_number,runner_name,form_run_date,form_track,form_track_key,form_race_number,form_distance,form_position,form_margin,final_classification,governed_reason,evidence,canonical_performance_id,canonical_race_id,warehouse_track,warehouse_race_number,warehouse_distance,epi_value
race009_runner27_run02,2026-09-16,Caulfield Heath,1,Inner Gold,2026-02-18,WARWICK FARM,WARWICKFARM,2,1100,5,3.96,OUTSIDE_WAREHOUSE_SOURCE_COVERAGE,FORM_TRACK_NOT_PRESENT_IN_CERTIFIED_WAREHOUSE_TRACK_UNIVERSE,,,,,,,
race009_runner28_run01,2026-09-16,Caulfield Heath,1,Pinazaki,2026-05-02,DONALD,DON,4,1200,4,0.9,LEGITIMATE_NO_EPI_UNMATCHED_BENCHMARK,PHYSICAL_WAREHOUSE_RUN_NOT_CERTIFIED_EPI,blank_exact|horse_name_exact_candidate|date_exact|canonical_track_exact|distance_exact|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_1231015C965BA49A,EIQ_RACE_BBE8202F2AB0896E,DONALD,4.0,1200,
race009_runner28_run02,2026-09-16,Caulfield Heath,1,Pinazaki,2026-04-16,BET365 ECHUCA,ECHA,2,1100,4,4.46,CERTIFIED_EPI_UNIQUE_MATCH,DIRECT_EXACT_HORSE_DATE_TRACK_DISTANCE,direct|horse_name_exact_candidate|date_exact|canonical_track_exact|distance_exact|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_326619156B623324,EIQ_RACE_DAB4886CB1681FF7,BET365 ECHUCA,2.0,1100,60.6000
race009_runner29_run01,2026-09-16,Caulfield Heath,1,Levens Hall,2026-04-06,SPORTSBET SANDOWN LAKESIDE,SANL,1,1400,7,5.3,CERTIFIED_EPI_UNIQUE_MATCH,DIRECT_EXACT_HORSE_DATE_TRACK_DISTANCE,direct|horse_name_exact_candidate|date_exact|canonical_track_exact|distance_exact|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_F1552E6C8DF1C0DE,EIQ_RACE_55E4D802B60770DF,SPORTSBET SANDOWN LAKESIDE,1.0,1400,27.3000
race009_runner29_run02,2026-09-16,Caulfield Heath,1,Levens Hall,2026-03-19,SOUTHSIDE PAKENHAM,PAKM,1,1100,5,3.2,LEGITIMATE_NO_EPI_UNMATCHED_BENCHMARK,PHYSICAL_WAREHOUSE_RUN_NOT_CERTIFIED_EPI,blank_exact|horse_name_exact_candidate|date_exact|canonical_track_exact|distance_exact|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_5022E70F2CE582D7,EIQ_RACE_5ABC5D297F365B28,SOUTHSIDE PAKENHAM,1.0,1100,
race009_runner30_run01,2026-09-16,Caulfield Heath,1,Boy From Zadar,2026-03-11,SPORTSBET SANDOWN HILLSIDE,SANH,1,1000,5,3.9,CERTIFIED_EPI_UNIQUE_MATCH,DIRECT_EXACT_HORSE_DATE_TRACK_DISTANCE,direct|horse_name_exact_candidate|date_exact|canonical_track_exact|distance_exact|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_B5452F83F1561551,EIQ_RACE_5B5456A5F485552C,SPORTSBET SANDOWN HILLSIDE,1.0,1000,16.1750
race009_runner30_run02,2026-09-16,Caulfield Heath,1,Boy From Zadar,2026-02-25,CAULFIELD HEATH,CAUH,13,800,1,0.75,LEGITIMATE_NO_EPI_UNMATCHED_BENCHMARK,PHYSICAL_WAREHOUSE_RUN_NOT_CERTIFIED_EPI,blank_exact|horse_name_exact_candidate|date_exact|canonical_track_exact|distance_exact|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_80BA9683246451E9,EIQ_RACE_E80A311AD2E7010B,CAULFIELD HEATH,13.0,800,
race009_runner31_run01,2026-09-16,Caulfield Heath,1,Khadira,2026-03-25,SPORTSBET SANDOWN LAKESIDE,SANL,1,1400,5,4.5,CERTIFIED_EPI_UNIQUE_MATCH,DIRECT_EXACT_HORSE_DATE_TRACK_DISTANCE,direct|horse_name_exact_candidate|date_exact|canonical_track_exact|distance_exact|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_9F3B7EA2DFB54CC5,EIQ_RACE_A786C6EA1BE906BC,SPORTSBET SANDOWN LAKESIDE,1.0,1400,23.1500
race009_runner31_run02,2026-09-16,Caulfield Heath,1,Khadira,2026-02-25,CAULFIELD HEATH,CAUH,14,800,2,3.0,LEGITIMATE_NO_EPI_UNMATCHED_BENCHMARK,PHYSICAL_WAREHOUSE_RUN_NOT_CERTIFIED_EPI,blank_exact|horse_name_exact_candidate|date_exact|canonical_track_exact|distance_exact|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_14406067F8D9A528,EIQ_RACE_4E561DD9ECE1916E,CAULFIELD HEATH,14.0,800,
race009_runner33_run01,2026-09-16,Caulfield Heath,1,Certain Impact,2026-04-02,SOUTHSIDE PAKENHAM,PAKM,1,1200,8,5.46,CERTIFIED_EPI_UNIQUE_MATCH,DIRECT_EXACT_HORSE_DATE_TRACK_DISTANCE,direct|horse_name_exact_candidate|date_exact|canonical_track_exact|distance_exact|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_4A25D52BF4CEE2D9,EIQ_RACE_77550D262C20C2D5,SOUTHSIDE PAKENHAM,1.0,1200,34.3500
race009_runner33_run02,2026-09-16,Caulfield Heath,1,Certain Impact,2026-02-12,PAKENHAM,PAKM,1,,5,,LEGITIMATE_NO_EPI_UNMATCHED_BENCHMARK,PHYSICAL_WAREHOUSE_RUN_DISTANCE_MISSING_NOT_CERTIFIED_EPI,blank_distance_missing|horse_name_exact_candidate|date_exact|canonical_track_exact|form_distance_missing_recovered_from_unique_race|race_number_exact|finish_position_exact,EIQ_PERFORMANCE_9C74B6440C6F9061,EIQ_RACE_1A7B97A949026142,SOUTHSIDE PAKENHAM,1.0,1000,
race009_runner33_run03,2026-09-16,Caulfield Heath,1,Certain Impact,2026-02-12,SOUTHSIDE PAKENHAM,PAKM,1,1000,5,2.6,LEGITIMATE_NO_EPI_UNMATCHED_BENCHMARK,PHYSICAL_WAREHOUSE_RUN_NOT_CERTIFIED_EPI,blank_exact|horse_name_exact_candidate|date_exact|canonical_track_exact|distance_exact|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_9C74B6440C6F9061,EIQ_RACE_1A7B97A949026142,SOUTHSIDE PAKENHAM,1.0,1000,
race009_runner34_run01,2026-09-16,Caulfield Heath,1,Stomping Ground,2026-02-25,SPORTSBET SANDOWN HILLSIDE,SANH,1,1300,6,12.76,CERTIFIED_EPI_UNIQUE_MATCH,DIRECT_EXACT_HORSE_DATE_TRACK_DISTANCE,direct|horse_name_exact_candidate|date_exact|canonical_track_exact|distance_exact|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_3B875E0F5CA08C80,EIQ_RACE_80DC195429365547,SPORTSBET SANDOWN HILLSIDE,1.0,1300,0.7250
race009_runner34_run02,2026-09-16,Caulfield Heath,1,Stomping Ground,2026-02-05,PAKENHAM,PAKM,1,,5,,LEGITIMATE_NO_EPI_UNMATCHED_BENCHMARK,PHYSICAL_WAREHOUSE_RUN_DISTANCE_MISSING_NOT_CERTIFIED_EPI,blank_distance_missing|horse_name_exact_candidate|date_exact|canonical_track_exact|form_distance_missing_recovered_from_unique_race|race_number_exact|finish_position_exact,EIQ_PERFORMANCE_890A4377F9FE1B90,EIQ_RACE_F3F5ADA1133E4B1A,SOUTHSIDE PAKENHAM,1.0,1200,
race009_runner34_run03,2026-09-16,Caulfield Heath,1,Stomping Ground,2026-02-05,SOUTHSIDE PAKENHAM,PAKM,1,1200,5,12.25,LEGITIMATE_NO_EPI_UNMATCHED_BENCHMARK,PHYSICAL_WAREHOUSE_RUN_NOT_CERTIFIED_EPI,blank_exact|horse_name_exact_candidate|date_exact|canonical_track_exact|distance_exact|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_890A4377F9FE1B90,EIQ_RACE_F3F5ADA1133E4B1A,SOUTHSIDE PAKENHAM,1.0,1200,
race009_runner34_run04,2026-09-16,Caulfield Heath,1,Stomping Ground,2025-10-02,CAULFIELD HEATH,CAUH,2,800,3,3.02,LEGITIMATE_NO_EPI_UNMATCHED_BENCHMARK,PHYSICAL_WAREHOUSE_RUN_NOT_CERTIFIED_EPI,blank_exact|horse_name_exact_candidate|date_exact|canonical_track_exact|distance_exact|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_1437CA0ED8F23AD7,EIQ_RACE_74F58F0A315286AA,CAULFIELD HEATH,2.0,800,
race009_runner35_run01,2026-09-16,Caulfield Heath,1,Trigger Warning,2026-05-13,BENDIGO,BDGO,3,1000,10,9.16,LEGITIMATE_NO_EPI_UNMATCHED_BENCHMARK,PHYSICAL_WAREHOUSE_RUN_NOT_CERTIFIED_EPI,blank_exact|horse_name_exact_candidate|date_exact|canonical_track_exact|distance_exact|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_B26AAAF42B34D6FA,EIQ_RACE_C5221F955126E6F8,BENDIGO,3.0,1000,
race009_runner35_run02,2026-09-16,Caulfield Heath,1,Trigger Warning,2026-04-30,SPORTSBET BALLARAT,BRAT,2,,11,11.67,CERTIFIED_EPI_DETERMINISTIC_REPRESENTATION_MATCH,FORM_DISTANCE_MISSING_UNIQUE_RACE,FORM_DISTANCE_MISSING_UNIQUE_RACE|horse_name_exact_candidate|date_exact|canonical_track_exact|form_distance_missing_recovered_from_unique_race|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_37A02DC59CD64F22,EIQ_RACE_0CE5DC1304B3208A,SPORTSBET-BALLARAT,2.0,1100,18.3500
race009_runner35_run03,2026-09-16,Caulfield Heath,1,Trigger Warning,2026-04-30,SPORTSBET-BALLARAT,BRAT,2,1100,11,11.67,CERTIFIED_EPI_UNIQUE_MATCH,DIRECT_EXACT_HORSE_DATE_TRACK_DISTANCE,direct|horse_name_exact_candidate|date_exact|canonical_track_exact|distance_exact|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_37A02DC59CD64F22,EIQ_RACE_0CE5DC1304B3208A,SPORTSBET-BALLARAT,2.0,1100,18.3500
race009_runner36_run01,2026-09-16,Caulfield Heath,1,Magnum,2012-01-24,WANGARATTA,WANG,4,2010,1,0.0,CERTIFIED_EPI_UNIQUE_MATCH,DIRECT_EXACT_HORSE_DATE_TRACK_DISTANCE,direct|horse_name_exact_candidate|date_exact|canonical_track_exact|distance_exact|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_6C9DF21E3C4F6723,EIQ_RACE_EE3B8CEDF3A44621,WANGARATTA,4.0,2010,0.0000
race009_runner36_run02,2026-09-16,Caulfield Heath,1,Magnum,2012-01-06,CRANBOURNE,CRAN,4,2025,8,3.55,CERTIFIED_EPI_UNIQUE_MATCH,DIRECT_EXACT_HORSE_DATE_TRACK_DISTANCE,direct|horse_name_exact_candidate|date_exact|canonical_track_exact|distance_exact|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_0B0ECA15649B442D,EIQ_RACE_0AB0DFC0237C6AD0,CRANBOURNE,4.0,2025,9.4000
race009_runner38_run01,2026-09-16,Caulfield Heath,1,Shocko In Morocco,2026-06-17,CAULFIELD HEATH,CAUH,3,1200,8,2.69,LEGITIMATE_NO_EPI_UNMATCHED_BENCHMARK,PHYSICAL_WAREHOUSE_RUN_NOT_CERTIFIED_EPI,blank_exact|horse_name_exact_candidate|date_exact|canonical_track_exact|distance_exact|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_68059977EC4C85B2,EIQ_RACE_BA0A3E66A88834D2,CAULFIELD HEATH,3.0,1200,
race010_runner06_run01,2026-09-16,Caulfield Heath,2,Miss Dividend,2026-05-23,SANDOWN,SANL,1,,,,OUTSIDE_WAREHOUSE_SOURCE_COVERAGE,HORSE_IN_WAREHOUSE_OTHER_RUNS_ONLY_REQUESTED_TRACK_OUTSIDE_HORSE_COVERAGE,,,,,,,
race010_runner11_run01,2026-09-16,Caulfield Heath,2,Swift Star,2012-04-20,CRANBOURNE,CRAN,2,1200,10,42.75,CERTIFIED_EPI_UNIQUE_MATCH,DIRECT_EXACT_HORSE_DATE_TRACK_DISTANCE,direct|horse_name_exact_candidate|date_exact|canonical_track_exact|distance_exact|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_0EFDA7AA3074F79C,EIQ_RACE_77168D9E7A993497,CRANBOURNE,2.0,1200,0.0000
race010_runner11_run02,2026-09-16,Caulfield Heath,2,Swift Star,2012-04-05,CRANBOURNE,CRAN,2,1000,9,19.05,CERTIFIED_EPI_UNIQUE_MATCH,DIRECT_EXACT_HORSE_DATE_TRACK_DISTANCE,direct|horse_name_exact_candidate|date_exact|canonical_track_exact|distance_exact|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_891A4B5DF8E9301B,EIQ_RACE_3E484BA34F00F827,CRANBOURNE,2.0,1000,10.1750
race010_runner11_run03,2026-09-16,Caulfield Heath,2,Swift Star,2012-02-16,SEYMOUR,SEYM,2,1000,11,21.65,CERTIFIED_EPI_UNIQUE_MATCH,DIRECT_EXACT_HORSE_DATE_TRACK_DISTANCE,direct|horse_name_exact_candidate|date_exact|canonical_track_exact|distance_exact|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_C40856B504B6AC9F,EIQ_RACE_58057A46B6B9C4B7,SEYMOUR,2.0,1000,0.4500
race010_runner14_run01,2026-09-16,Caulfield Heath,2,Ghana's Akan,2026-02-21,CAULFIELD,CAUL,8,1200,5,1.65,CERTIFIED_EPI_UNIQUE_MATCH,DIRECT_EXACT_HORSE_DATE_TRACK_DISTANCE,direct|horse_name_exact_candidate|date_exact|canonical_track_exact|distance_exact|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_C1916DAB89197A08,EIQ_RACE_6C1079815F5541CC,CAULFIELD,8.0,1200,44.0750
race010_runner14_run02,2026-09-16,Caulfield Heath,2,Ghana's Akan,2026-01-24,CAULFIELD,CAUL,3,1000,4,1.81,CERTIFIED_EPI_UNIQUE_MATCH,DIRECT_EXACT_HORSE_DATE_TRACK_DISTANCE,direct|horse_name_exact_candidate|date_exact|canonical_track_exact|distance_exact|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_7B51A8E794597F85,EIQ_RACE_43E808BBCDDA6AA5,CAULFIELD,3.0,1000,34.3750
race010_runner14_run03,2026-09-16,Caulfield Heath,2,Ghana's Akan,2026-01-03,LADBROKES GEELONG,GEEL,3,1100,2,2.0,LEGITIMATE_NO_EPI_UNMATCHED_BENCHMARK,PHYSICAL_WAREHOUSE_RUN_NOT_CERTIFIED_EPI,blank_exact|horse_name_exact_candidate|date_exact|canonical_track_exact|distance_exact|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_47A50D4B6C7D5005,EIQ_RACE_D39CDEA582D5EE3F,LADBROKES GEELONG,3.0,1100,
race010_runner15_run01,2026-09-16,Caulfield Heath,2,Unkechaug,2026-05-05,WARRNAMBOOL,WNBL,5,1000,2,1.5,CERTIFIED_EPI_UNIQUE_MATCH,DIRECT_EXACT_HORSE_DATE_TRACK_DISTANCE,direct|horse_name_exact_candidate|date_exact|canonical_track_exact|distance_exact|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_498518CEA079DA20,EIQ_RACE_90734E7F496D9A93,WARRNAMBOOL,5.0,1000,57.2500
race010_runner15_run02,2026-09-16,Caulfield Heath,2,Unkechaug,2026-01-15,SPORTSBET SANDOWN HILLSIDE,SANH,2,900,4,3.06,LEGITIMATE_NO_EPI_UNMATCHED_BENCHMARK,PHYSICAL_WAREHOUSE_RUN_NOT_CERTIFIED_EPI,blank_exact|horse_name_exact_candidate|date_exact|canonical_track_exact|distance_exact|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_65E2D97772F8122C,EIQ_RACE_65AB1827EA99B280,SPORTSBET SANDOWN HILLSIDE,2.0,900,
race010_runner17_run01,2026-09-16,Caulfield Heath,2,Egyptian Dancer,2026-06-11,CAULFIELD HEATH,CAUH,14,900,1,0.75,LEGITIMATE_NO_EPI_UNMATCHED_BENCHMARK,PHYSICAL_WAREHOUSE_RUN_NOT_CERTIFIED_EPI,blank_exact|horse_name_exact_candidate|date_exact|canonical_track_exact|distance_exact|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_5D1302CB06B5A559,EIQ_RACE_C9F2A952E23DCC2A,CAULFIELD HEATH,14.0,900,
race010_runner17_run02,2026-09-16,Caulfield Heath,2,Egyptian Dancer,2026-01-09,SOUTHSIDE PAKENHAM,PAKM,3,1000,8,7.86,LEGITIMATE_NO_EPI_UNMATCHED_BENCHMARK,PHYSICAL_WAREHOUSE_RUN_NOT_CERTIFIED_EPI,blank_exact|horse_name_exact_candidate|date_exact|canonical_track_exact|distance_exact|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_B9EE65ACF1958773,EIQ_RACE_C395337966297B50,SOUTHSIDE PAKENHAM,3.0,1000,
race010_runner18_run01,2026-09-16,Caulfield Heath,2,Divine Eruption,2026-05-05,WARRNAMBOOL,WNBL,5,1000,3,5.0,CERTIFIED_EPI_UNIQUE_MATCH,DIRECT_EXACT_HORSE_DATE_TRACK_DISTANCE,direct|horse_name_exact_candidate|date_exact|canonical_track_exact|distance_exact|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_055BDAF924002242,EIQ_RACE_90734E7F496D9A93,WARRNAMBOOL,5.0,1000,48.5000
race010_runner19_run01,2026-09-16,Caulfield Heath,2,Icelady,2026-05-09,MORPHETTVILLE,MORPHETTVILLE,3,,2,1.45,OUTSIDE_WAREHOUSE_SOURCE_COVERAGE,FORM_TRACK_NOT_PRESENT_IN_CERTIFIED_WAREHOUSE_TRACK_UNIVERSE,,,,,,,
race010_runner19_run02,2026-09-16,Caulfield Heath,2,Icelady,2026-04-09,SOUTHSIDE PAKENHAM,PAKM,1,1100,2,1.5,LEGITIMATE_NO_EPI_UNMATCHED_BENCHMARK,PHYSICAL_WAREHOUSE_RUN_NOT_CERTIFIED_EPI,blank_exact|horse_name_exact_candidate|date_exact|canonical_track_exact|distance_exact|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_D693381FBC4B35AE,EIQ_RACE_C4AC07C2AA41EF6B,SOUTHSIDE PAKENHAM,1.0,1100,
race010_runner19_run03,2026-09-16,Caulfield Heath,2,Icelady,2026-03-19,SOUTHSIDE PAKENHAM,PAKM,1,1100,4,1.45,LEGITIMATE_NO_EPI_UNMATCHED_BENCHMARK,PHYSICAL_WAREHOUSE_RUN_NOT_CERTIFIED_EPI,blank_exact|horse_name_exact_candidate|date_exact|canonical_track_exact|distance_exact|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_747EDD7246792100,EIQ_RACE_5ABC5D297F365B28,SOUTHSIDE PAKENHAM,1.0,1100,
race010_runner19_run04,2026-09-16,Caulfield Heath,2,Icelady,2026-02-23,SPORTSBET-BALLARAT,BRAT,8,900,8,5.85,LEGITIMATE_NO_EPI_UNMATCHED_BENCHMARK,PHYSICAL_WAREHOUSE_RUN_NOT_CERTIFIED_EPI,blank_exact|horse_name_exact_candidate|date_exact|canonical_track_exact|distance_exact|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_D79F4B9A897C481A,EIQ_RACE_B24F5EBC90B1ECA5,SPORTSBET-BALLARAT,8.0,900,
race010_runner20_run01,2026-09-16,Caulfield Heath,2,Gas Station Rose,2026-04-23,PAKENHAM,PAKM,5,,2,,LEGITIMATE_NO_EPI_UNMATCHED_BENCHMARK,PHYSICAL_WAREHOUSE_RUN_DISTANCE_MISSING_NOT_CERTIFIED_EPI,blank_distance_missing|horse_name_exact_candidate|date_exact|canonical_track_exact|form_distance_missing_recovered_from_unique_race|race_number_exact|finish_position_exact,EIQ_PERFORMANCE_3E0838FD3A04A0CE,EIQ_RACE_46A32851137AE2D5,SOUTHSIDE PAKENHAM,5.0,1000,
race010_runner20_run02,2026-09-16,Caulfield Heath,2,Gas Station Rose,2026-04-23,SOUTHSIDE PAKENHAM,PAKM,5,1000,2,0.5,LEGITIMATE_NO_EPI_UNMATCHED_BENCHMARK,PHYSICAL_WAREHOUSE_RUN_NOT_CERTIFIED_EPI,blank_exact|horse_name_exact_candidate|date_exact|canonical_track_exact|distance_exact|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_3E0838FD3A04A0CE,EIQ_RACE_46A32851137AE2D5,SOUTHSIDE PAKENHAM,5.0,1000,
race010_runner22_run01,2026-09-16,Caulfield Heath,2,Caddington,2026-05-23,SANDOWN,SANL,1,,,,CERTIFIED_EPI_DETERMINISTIC_REPRESENTATION_MATCH,TRACK_LAYOUT_AND_DISTANCE_MISSING_UNIQUE_RACE,TRACK_LAYOUT_AND_DISTANCE_MISSING_UNIQUE_RACE|horse_name_exact_candidate|date_exact|track_base_contains_form_track|form_distance_missing_recovered_from_unique_race|race_number_exact,EIQ_PERFORMANCE_A07C9EA6259FBF05,EIQ_RACE_1A6513D5E0FB5CDC,SPORTSBET SANDOWN HILLSIDE,1.0,1000,35.3750
race010_runner22_run02,2026-09-16,Caulfield Heath,2,Caddington,2026-05-23,SPORTSBET SANDOWN HILLSIDE,SANH,1,1000,4,1.65,CERTIFIED_EPI_UNIQUE_MATCH,DIRECT_EXACT_HORSE_DATE_TRACK_DISTANCE,direct|horse_name_exact_candidate|date_exact|canonical_track_exact|distance_exact|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_A07C9EA6259FBF05,EIQ_RACE_1A6513D5E0FB5CDC,SPORTSBET SANDOWN HILLSIDE,1.0,1000,35.3750
race010_runner22_run03,2026-09-16,Caulfield Heath,2,Caddington,2026-05-14,CAULFIELD HEATH,CAUH,11,800,3,4.25,LEGITIMATE_NO_EPI_UNMATCHED_BENCHMARK,PHYSICAL_WAREHOUSE_RUN_NOT_CERTIFIED_EPI,blank_exact|horse_name_exact_candidate|date_exact|canonical_track_exact|distance_exact|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_1624E401B13BAF7C,EIQ_RACE_0E5FDDD5BF28A832,CAULFIELD HEATH,11.0,800,
race010_runner23_run01,2026-09-16,Caulfield Heath,2,Handee,2026-02-20,SOUTHSIDE CRANBOURNE,CRAN,3,1000,2,1.25,CERTIFIED_EPI_UNIQUE_MATCH,DIRECT_EXACT_HORSE_DATE_TRACK_DISTANCE,direct|horse_name_exact_candidate|date_exact|canonical_track_exact|distance_exact|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_A3E2B0F4490DBAE9,EIQ_RACE_172647913F33CE85,SOUTHSIDE CRANBOURNE,3.0,1000,41.1750
race010_runner24_run01,2026-09-16,Caulfield Heath,2,Superbec,2026-06-13,SPORTSBET SANDOWN HILLSIDE,SANH,1,1000,5,3.21,CERTIFIED_EPI_UNIQUE_MATCH,DIRECT_EXACT_HORSE_DATE_TRACK_DISTANCE,direct|horse_name_exact_candidate|date_exact|canonical_track_exact|distance_exact|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_725C3400F3A0D593,EIQ_RACE_F7CAA575454FD4E7,SPORTSBET SANDOWN HILLSIDE,1.0,1000,42.3500
race010_runner26_run01,2026-09-16,Caulfield Heath,2,Woosh,2026-02-20,LAUNCESTON,LAUNCESTON,5,1200,3,5.0,OUTSIDE_WAREHOUSE_SOURCE_COVERAGE,FORM_TRACK_NOT_PRESENT_IN_CERTIFIED_WAREHOUSE_TRACK_UNIVERSE,,,,,,,
race010_runner27_run01,2026-09-16,Caulfield Heath,2,Hurricane Girl,2026-02-23,SPORTSBET-BALLARAT,BRAT,7,900,6,4.86,LEGITIMATE_NO_EPI_UNMATCHED_BENCHMARK,PHYSICAL_WAREHOUSE_RUN_NOT_CERTIFIED_EPI,blank_exact|horse_name_exact_candidate|date_exact|canonical_track_exact|distance_exact|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_E6E2D8B3B04B5FA0,EIQ_RACE_FEA2076EE6F49FEF,SPORTSBET-BALLARAT,7.0,900,
race010_runner28_run01,2026-09-16,Caulfield Heath,2,Tuzemak,2026-02-25,SPORTSBET SANDOWN HILLSIDE,SANH,1,1300,3,2.81,CERTIFIED_EPI_UNIQUE_MATCH,DIRECT_EXACT_HORSE_DATE_TRACK_DISTANCE,direct|horse_name_exact_candidate|date_exact|canonical_track_exact|distance_exact|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_85DE23EC0BCA87A4,EIQ_RACE_80DC195429365547,SPORTSBET SANDOWN HILLSIDE,1.0,1300,25.6000
race010_runner28_run02,2026-09-16,Caulfield Heath,2,Tuzemak,2026-02-12,PAKENHAM,PAKM,1,,2,,LEGITIMATE_NO_EPI_UNMATCHED_BENCHMARK,PHYSICAL_WAREHOUSE_RUN_DISTANCE_MISSING_NOT_CERTIFIED_EPI,blank_distance_missing|horse_name_exact_candidate|date_exact|canonical_track_exact|form_distance_missing_recovered_from_unique_race|race_number_exact|finish_position_exact,EIQ_PERFORMANCE_8891D20CE64BE9D1,EIQ_RACE_1A7B97A949026142,SOUTHSIDE PAKENHAM,1.0,1000,
race010_runner28_run03,2026-09-16,Caulfield Heath,2,Tuzemak,2026-02-12,SOUTHSIDE PAKENHAM,PAKM,1,1000,2,0.2,LEGITIMATE_NO_EPI_UNMATCHED_BENCHMARK,PHYSICAL_WAREHOUSE_RUN_NOT_CERTIFIED_EPI,blank_exact|horse_name_exact_candidate|date_exact|canonical_track_exact|distance_exact|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_8891D20CE64BE9D1,EIQ_RACE_1A7B97A949026142,SOUTHSIDE PAKENHAM,1.0,1000,
race010_runner28_run04,2026-09-16,Caulfield Heath,2,Tuzemak,2025-10-02,CAULFIELD HEATH,CAUH,4,800,2,1.0,LEGITIMATE_NO_EPI_UNMATCHED_BENCHMARK,PHYSICAL_WAREHOUSE_RUN_NOT_CERTIFIED_EPI,blank_exact|horse_name_exact_candidate|date_exact|canonical_track_exact|distance_exact|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_62C20A2CED0A519C,EIQ_RACE_543F367D40C441E6,CAULFIELD HEATH,4.0,800,
race010_runner30_run01,2026-09-16,Caulfield Heath,2,Pain Au Chocolat,2026-02-20,SOUTHSIDE CRANBOURNE,CRAN,3,1000,3,2.25,CERTIFIED_EPI_UNIQUE_MATCH,DIRECT_EXACT_HORSE_DATE_TRACK_DISTANCE,direct|horse_name_exact_candidate|date_exact|canonical_track_exact|distance_exact|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_FE8D2C88C0F83364,EIQ_RACE_172647913F33CE85,SOUTHSIDE CRANBOURNE,3.0,1000,38.6750
race010_runner31_run01,2026-09-16,Caulfield Heath,2,Firm'n'high,2026-04-30,SPORTSBET BALLARAT,BRAT,1,,6,9.65,CERTIFIED_EPI_DETERMINISTIC_REPRESENTATION_MATCH,FORM_DISTANCE_MISSING_UNIQUE_RACE,FORM_DISTANCE_MISSING_UNIQUE_RACE|horse_name_exact_candidate|date_exact|canonical_track_exact|form_distance_missing_recovered_from_unique_race|race_number_exact|finish_position_exact|finish_margin_exact,EIQ_PERFORMANCE_E8C7DD75280072B0,EIQ_RACE_B9D2AF91B95EA421,SPORTSBET-BALLARAT,1.0,1200,26.7750
